"Year","Intercept.yr","logarea.yr","Intercept","logarea","crowd1","crowd2","crowd3","crowd4","alpha"
"26",0.00738078872562455,0.0027668078232923,1.53784149677772,1.31724643422017,-0.000498495054404878,-1.02160160971153,-0.0050076987846806,0.012508196552686,0.004
"29",-0.524428709993031,0.040077712152952,NA,NA,NA,NA,NA,NA,0.048
"30",-0.726104969420731,0.0995775810607894,NA,NA,NA,NA,NA,NA,0.04
"31",-1.42662983629063,0.112497031191803,NA,NA,NA,NA,NA,NA,0.017
"32",0.000455826291755478,-0.0103677539148513,NA,NA,NA,NA,NA,NA,NA
"33",-0.606598087018802,0.00402885339891953,NA,NA,NA,NA,NA,NA,NA
"34",-0.0240478710450658,-0.256833622010008,NA,NA,NA,NA,NA,NA,NA
"35",0.029472452934736,-0.0343162272619793,NA,NA,NA,NA,NA,NA,NA
"36",0.130457776429197,0.633293539267763,NA,NA,NA,NA,NA,NA,NA
"37",0.276156611027233,-0.00711567707192996,NA,NA,NA,NA,NA,NA,NA
"38",1.25785843178022,0.0431634792110786,NA,NA,NA,NA,NA,NA,NA
"39",0.58657047218403,-0.141763973882658,NA,NA,NA,NA,NA,NA,NA
"40",1.19282521288772,0.0897486580417486,NA,NA,NA,NA,NA,NA,NA
"41",0.773999296563318,0.192642807956413,NA,NA,NA,NA,NA,NA,NA
"45",0.0571714704967974,-0.270466054852485,NA,NA,NA,NA,NA,NA,NA
"46",0.844258479154032,-0.0220165022774014,NA,NA,NA,NA,NA,NA,NA
"49",-0.0597771501689386,-0.160160258870122,NA,NA,NA,NA,NA,NA,NA
"50",0.323271959534844,-0.0842494031997302,NA,NA,NA,NA,NA,NA,NA
"51",-0.346722093683467,-0.00520836455135647,NA,NA,NA,NA,NA,NA,NA
"54",-0.311581329156772,-0.016663972525048,NA,NA,NA,NA,NA,NA,NA
"55",-1.45708087848001,-0.248135805340174,NA,NA,NA,NA,NA,NA,NA
"56",-0.186130461683691,-0.168150950588388,NA,NA,NA,NA,NA,NA,NA
