"Year","Intercept.yr","logarea.yr","Intercept","logarea","crowd1","crowd2","crowd3","crowd4","alpha"
"26",-1.75170202246784,-0.260228060301568,1.33052193105473,1.13395605760104,0.000149926381968354,0.000566570530347751,-0.908492241808539,0.0120679720206336,0.004
"29",-0.568824443226677,0.0760185723855152,NA,NA,NA,NA,NA,NA,0.048
"30",-0.518306555148366,0.134270894482005,NA,NA,NA,NA,NA,NA,0.04
"31",-1.01118336453196,-0.192042912979038,NA,NA,NA,NA,NA,NA,0.017
"32",-0.875482111307168,0.0664146291916123,NA,NA,NA,NA,NA,NA,NA
"33",-0.278148470030929,0.261875609182202,NA,NA,NA,NA,NA,NA,NA
"34",0.898613596959976,-0.0619076338727914,NA,NA,NA,NA,NA,NA,NA
"35",0.727132755814316,0.177883912706636,NA,NA,NA,NA,NA,NA,NA
"36",0.690323546794667,0.246845336309081,NA,NA,NA,NA,NA,NA,NA
"37",0.887895148611023,-0.115242953449564,NA,NA,NA,NA,NA,NA,NA
"38",0.957332156174245,0.0264647571738495,NA,NA,NA,NA,NA,NA,NA
"39",1.20871796656654,-0.00981905009026462,NA,NA,NA,NA,NA,NA,NA
"40",0.917392882289262,0.0279872850774976,NA,NA,NA,NA,NA,NA,NA
"41",0.767277348839412,0.0973326869408811,NA,NA,NA,NA,NA,NA,NA
"45",0.0673907993995275,0.122228181513679,NA,NA,NA,NA,NA,NA,NA
"46",0.339666919405704,-0.00754042721112625,NA,NA,NA,NA,NA,NA,NA
"49",-0.0351278655680929,-0.107215368783098,NA,NA,NA,NA,NA,NA,NA
"50",-0.241650135800659,-0.0637704747935218,NA,NA,NA,NA,NA,NA,NA
"51",-0.609100754756625,0.0137464296683562,NA,NA,NA,NA,NA,NA,NA
"54",0.466012362805677,-0.144467383579377,NA,NA,NA,NA,NA,NA,NA
"55",-1.69078662140961,-0.207325144905978,NA,NA,NA,NA,NA,NA,NA
"56",-0.436468572737016,-0.195722173544562,NA,NA,NA,NA,NA,NA,NA
