"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"lambda[62,4]",2.7351125,0.719882745843487,1.54997499213376,2.26799933823517,2.60599980813507,3.1327485347275,4.43849572964599,1.0361216931058,45
"lambda[63,1]",1.24344375,0.566355165107149,0.526259318231595,0.852824866928966,1.11199820143739,1.52199115330881,2.62807853913409,1.00493766384361,400
"lambda[63,2]",0.00076801599355,0.000876524609818042,2.07112494534622e-05,0.000221524487074854,0.000543543540114313,0.000971749996141248,0.00290644864668902,1.00034100821872,400
"lambda[63,3]",0.94285425,0.356597556111226,0.406581832953335,0.674999977773387,0.888549987338923,1.13549966994273,1.77362074325308,0.999579960951769,400
"lambda[63,4]",1.77518075,0.5202611688026,0.961338619320051,1.39499892370192,1.70399970657274,2.06874778195637,2.97239895390773,1.02407420302446,63
"lambda[64,1]",1.423494,0.628130377582636,0.593738237359604,1.008,1.33,1.66849797964523,2.97591943720001,1.0021696476846,400
"lambda[64,2]",3.4881975,1.3645746180456,1.64106468549259,2.50224155319002,3.21199859900343,4.24124626817853,6.85246884240383,0.99856710435591,400
"lambda[64,3]",1.60811725,0.496753253955852,0.818669978542869,1.2517499250849,1.53849991875203,1.89449980212821,2.73999294832575,0.999028084347996,400
"lambda[64,4]",2.5834675,0.705154807258128,1.49292492643482,2.13324960429119,2.50149995002998,2.9574968336595,4.30467294419954,1.02447032614643,62
"lambda[65,1]",1.53549275,0.655584513283819,0.638320121311954,1.06849964882153,1.41249778760889,1.81823514521326,3.13375567193799,1.00663519507507,190
"lambda[65,2]",0.00073413723675,0.000836923734546959,2.10968413102503e-05,0.000207546933685563,0.000532697888112953,0.000905499189129086,0.0029088274196523,1.00024214461201,400
"lambda[65,3]",1.64631875,0.491721294130314,0.887424418201763,1.29324934706885,1.5869845619917,1.9082499508798,2.73612488877141,0.999115731789271,400
"lambda[65,4]",2.105817,0.56628501229405,1.23226655618658,1.71199912314858,2.0084999377645,2.41499751826665,3.54472212336177,1.02512691698348,63
"lambda[66,1]",1.508711,0.685302751001574,0.657397187122685,1.0512456204696,1.38149918566751,1.7987437063522,3.1725844634158,0.999757654241436,400
"lambda[66,2]",1.36162475,0.5613159920399,0.609801185821858,0.952424778409505,1.238,1.66924994384826,2.68943159490401,0.998566913290457,400
"lambda[66,3]",1.26303575,0.414554994851501,0.636463292020606,0.980385234422435,1.21999631146983,1.47774942941659,2.33867633790349,0.999127441725543,400
"lambda[66,4]",2.9561225,0.816942169780496,1.66177440389829,2.44474904065876,2.86699982560167,3.34898882484922,4.9776147400256,1.03353939371559,48
"lambda[67,1]",1.1395735,0.526965616050039,0.421829939545354,0.773599825400906,1.02,1.40999893717473,2.50132417926171,1.01172023698598,110
"lambda[67,2]",0.000618246314925,0.00072112208353905,1.55562322640343e-05,0.000170248917733825,0.0004328,0.000771461150987246,0.00257059808093245,1.0008804712677,400
"lambda[67,3]",1.22315375,0.408487609792908,0.616339184690619,0.932749995979343,1.15349989163415,1.45124993541535,2.29072442413349,0.999338955243058,400
"lambda[67,4]",1.71780625,0.516874218917321,0.924479991558198,1.36224938016511,1.62449992305325,2.02574958369305,2.92314126469249,1.01382620992598,130
"lambda[68,1]",0.665581,0.314801028759867,0.255132149409814,0.446023464613249,0.581147365132115,0.833374747039375,1.38919944056509,0.998557165165677,400
"lambda[68,2]",5.316285,1.7945332660283,2.68249817403757,4.09624887790808,5.00399510391447,6.16699611167957,9.4111638579011,0.998809325359741,400
"lambda[68,3]",1.96809275,0.643431088412954,1.01284956518421,1.47849771418667,1.86699571504597,2.35174964137708,3.38544883752411,0.99853421186968,400
"lambda[68,4]",2.12279725,0.655722164380301,1.09,1.64874994312724,2.04399608610193,2.48624996229766,3.62545976962848,1.00933227844089,140
"lambda[69,1]",2.56021025,1.11003412371398,1.12674891223016,1.78074868260745,2.32199978466838,3.08199222628832,5.37077282721297,0.998691906746612,400
"lambda[69,2]",0.01239384205325,0.0147186313258119,0.000426791070958239,0.00364823637749347,0.00883947849140435,0.0153524993894828,0.0467532834318425,0.999417074555466,400
"lambda[69,3]",2.16181775,0.673696823158438,1.122,1.6574997736646,2.06099975739931,2.5444927917488,3.70301950593383,0.998505882462844,400
"lambda[69,4]",2.1660585,0.64430828851908,1.18369850777123,1.72824733836825,2.088,2.47774965960663,3.80724968041855,1.02232479414865,71
"lambda[70,1]",1.189805,0.556532126561205,0.503384484708644,0.790024571267809,1.074,1.41224993363223,2.77289939028333,1.0021443299253,400
"lambda[70,2]",0.0148016991525,0.0178890770330936,0.000573955000219302,0.00460234840071188,0.0105948006116208,0.0190574405903746,0.0545733828333332,0.999016236408762,400
"lambda[70,3]",0.7986965,0.360078511819903,0.313863048437845,0.533474956052625,0.729549861215805,0.994299457340779,1.64524926207023,0.998654310374478,400
"lambda[70,4]",2.78935,0.827291954175555,1.6078497264734,2.19974893372981,2.70299981502034,3.19049988248812,4.9684912363218,1.0333860086926,50
"lambda[71,1]",1.11993825,0.502975650927062,0.461200832669743,0.765797173508014,1.01149987642115,1.3632482828608,2.54627442242481,0.999910087978784,400
"lambda[71,2]",0.01187686103275,0.0143591187681945,0.000366838590858015,0.00347631723219622,0.00825296510352491,0.0150374943927549,0.0443951005849619,0.999665267348936,400
"lambda[71,3]",1.742158,0.547754080100428,0.918594102813976,1.3212465170219,1.6714993269517,2.06799710237986,2.98419973906633,0.998857686378968,400
"lambda[71,4]",1.58498725,0.515272444676644,0.808497245784885,1.23324626801785,1.49849991658325,1.82049979408802,2.7701899734111,1.01491103794655,96
"lambda[72,1]",0.93813275,0.433238661475323,0.368584294750415,0.624849849883887,0.837899994032701,1.14449705625328,1.93367044551095,1.00445535282455,400
"lambda[72,2]",7.3514275,2.80347198982585,3.71300423441313,5.3662491435828,6.86899934488278,8.65398892051094,13.8486438893637,0.998528478422952,400
"lambda[72,3]",1.14980225,0.48914720124022,0.50152599368191,0.807472644540966,1.066,1.37724449826508,2.31529924447775,0.998497495679408,400
"lambda[72,4]",2.4469175,0.677189300761918,1.41754719177447,1.93824413632275,2.3924999477534,2.84224443410987,3.82766086328679,1.00774351316667,160
"lambda[73,1]",2.244692,1.02154441693714,0.860979990935221,1.504,2.091,2.68299944120196,4.74552387058394,1.0029950642657,400
"lambda[73,2]",0.00793413769675,0.008882945092,0.000254665901043879,0.00218549570380571,0.005875,0.0109224991419418,0.0284996855148679,0.998725450347924,400
"lambda[73,3]",1.2272065,0.485856054838063,0.5438,0.896149057419901,1.12399955516005,1.47324841092606,2.3128193128102,0.998510663498225,400
"lambda[73,4]",1.5374455,0.496174345096135,0.755026419787937,1.17449968053381,1.4624978632463,1.79274952961664,2.60817477142087,1.00455994468129,250
"lambda[74,1]",0.83375675,0.389108113722715,0.315897499614117,0.555724917302982,0.745747705326674,1.04124990999279,1.87264563878819,0.998573985831939,400
"lambda[74,2]",4.0720825,1.70391873583795,1.84654784825691,2.98499949726282,3.73749916387951,4.74248224614321,7.84584154421942,1.01091075532566,120
"lambda[74,3]",1.565711,0.5636629853304,0.720126482664732,1.1682460599585,1.469,1.8639967857107,2.97504998362069,0.998494702898211,400
"lambda[74,4]",1.32284625,0.440076037501356,0.670789997091881,1.0062491606561,1.26099960348923,1.56624516089522,2.39172074714472,0.999320040517503,400
"lambda[75,1]",3.4440575,1.57648538833789,1.41769875540235,2.41724530003205,3.13149676672354,4.18799427662451,7.05907498446567,1.00255745703962,370
"lambda[75,2]",0.0133524355175,0.0149932339603402,0.000437005827798685,0.00353974997351259,0.00960687503822133,0.0187698724981118,0.0492852460486199,0.998496904343177,400
"lambda[75,3]",1.84400775,0.648200089637028,0.864074985884975,1.40674993334123,1.7379974108151,2.11624995570692,3.47817329228011,0.999669728949756,400
"lambda[75,4]",3.71308,1.09177118913422,2.10954811797711,2.89324970827209,3.54999647887149,4.32499861357131,5.97722012965398,1.00857555766265,150
"lambda[76,1]",1.037415,0.422939439990821,0.459634390161108,0.721999251247416,0.948099572829774,1.24624812186795,2.05074470038419,0.999603696939285,400
"lambda[76,2]",4.3421975,1.36348988634649,2.25676185248011,3.38799955708658,4.09399987787005,5.08199881998147,7.36478676434396,1.00437866016607,400
"lambda[76,3]",1.30291525,0.407906132062111,0.673489648204267,1.00874767273131,1.227,1.508,2.22849782478388,1.00156158702628,400
"lambda[76,4]",2.24869,0.61242085788118,1.28562285114407,1.82249814611248,2.14899976733363,2.63624399989648,3.62529951691456,1.00485200904076,270
"lambda[77,1]",1.22943725,0.50378007736841,0.544708696124882,0.860274972750525,1.12449899955491,1.489,2.41504997982466,0.999150481714999,400
"lambda[77,2]",5.067905,1.60612975595292,2.56459877860732,3.9949905975619,4.82849976700838,5.95449842644111,8.52186748423444,1.00142598624659,400
"lambda[77,3]",1.3066345,0.415390175201442,0.667784612123352,1.0167499077642,1.23849989907145,1.5334997555676,2.27119965733341,1.00353859197769,400
"lambda[77,4]",2.639825,0.711073394810281,1.45369878638629,2.14874995636321,2.54399823113146,3.05924923429788,4.132,1.00949746150037,190
"lambda[78,1]",0.4129769,0.200923956588601,0.15828748071241,0.266424827426907,0.36284999655505,0.516249992737015,0.923211551739199,1.00371327472461,290
"lambda[78,2]",3.6788225,1.2156115661234,1.82369903364115,2.82149667336667,3.43749385453996,4.4852483080818,6.45009583395387,1.00110541867286,400
"lambda[78,3]",1.36411075,0.449747556938186,0.681956916267554,1.043,1.29149758033068,1.6244979249906,2.38155502290548,1.00716814610646,400
"lambda[78,4]",2.327665,0.674693802470967,1.26267335807437,1.88124395831149,2.24749549498992,2.705,3.91694638803141,1.00531647791608,320
"lambda[79,1]",0.97553025,0.419716190611694,0.436138097359357,0.669924494334559,0.882799637516917,1.19124992132317,2.14147295695855,0.998510836422608,400
"lambda[79,2]",5.942855,2.00039931451668,3.02097499596486,4.53174948262537,5.62849944478988,7.02374699893212,10.5217443480573,1.00136260240984,400
"lambda[79,3]",1.56522325,0.486123501211898,0.822690206777516,1.21599876509249,1.48699966375248,1.85124994936766,2.58714494725274,1.00091300170392,400
"lambda[79,4]",2.94373,0.802364908077544,1.62044632819738,2.37474996051662,2.807,3.45149902273038,4.75925404740739,1.00968254118102,160
"lambda[80,1]",1.0891905,0.466355635439861,0.469379983364374,0.744074635595764,0.980949896783725,1.31499886047037,2.22067102964536,1.00325802471704,320
"lambda[80,2]",4.7747825,1.6781365023427,2.44394998004244,3.57149148084504,4.39048744446445,5.6447498505513,8.93128465362378,1.00084589996253,400
"lambda[80,3]",1.08703925,0.321289996247408,0.607586875303719,0.853824418635632,1.04199952015344,1.25924814123145,1.88806323409909,0.998493125713586,400
"lambda[80,4]",1.06501,0.294078611640768,0.589284992549732,0.84294924740184,1.04099951969249,1.23849727931899,1.73819955256362,1.01574009551394,100
"lambda[81,1]",0.87667725,0.387897071273029,0.356951707341008,0.60349990053599,0.771899067236125,1.10874923969329,1.74725718610791,1.01051979221086,140
"lambda[81,2]",4.0036375,1.3199382536989,2.08079962422887,3.0234998759442,3.70599878575263,4.80199719101017,7.13929975443895,0.999181192758528,400
"lambda[81,3]",0.964832,0.304155923319316,0.5034693411288,0.768474461511917,0.918799978232477,1.12624792205145,1.73119955075972,0.999036409418656,400
"lambda[81,4]",1.3962815,0.387947500333857,0.812809269986038,1.10699864335135,1.35949549465969,1.611,2.24509991324206,1.01986026501435,100
"lambda[82,1]",1.35926475,0.777227443435647,0.456449030698492,0.828899927591613,1.20849906909356,1.67949799286196,3.44068382319604,1.00810419867162,160
"lambda[82,2]",0.02648158125,0.0314840668510825,0.000898829703152122,0.00798852852504269,0.0194099896960302,0.0322038881070911,0.0960959482700167,0.99856710117415,400
"lambda[82,3]",1.5148165,0.464137630480248,0.750479989599629,1.18824612640597,1.436,1.77849473855507,2.52639876997201,0.999135226478504,400
"lambda[82,4]",1.8848145,0.512254332135639,1.08682444826912,1.53574993894165,1.819,2.18799384122966,3.09917480758279,1.03278213538811,49
"lambda[83,1]",1.6504715,0.713669887945505,0.698478637899457,1.13524594519104,1.48899966420413,1.9982462054919,3.50437421961074,1.00026982855834,400
"lambda[83,2]",4.7539875,1.69118527116258,2.43387487465071,3.59849488707037,4.36349515870019,5.54849993242228,8.86881771486173,0.999669079973954,400
"lambda[83,3]",0.9564105,0.283735857677665,0.52819662878931,0.758599683405068,0.909046962483237,1.12449966671598,1.67437337149447,0.998493721554331,400
"lambda[83,4]",1.610686,0.411376546257839,0.947954565819836,1.34724937325886,1.587,1.84224994912035,2.55716459285061,1.03338792749383,52
"lambda[84,1]",3.4552825,1.0488024691246,1.92504074208377,2.73699945168751,3.33299864986471,3.97424997641262,5.75824978857965,1.00378525000129,400
"lambda[84,2]",0.0004569093792,0.000545405474141928,1.39616534911858e-05,0.0001152,0.000299099849548608,0.000573749471140974,0.00188279344205903,1.00378560963447,400
"lambda[84,3]",3.504855,1.13304544433236,1.83497499335593,2.70249875023106,3.31949363608367,4.122,5.86859880689239,1.01109536429389,210
"lambda[84,4]",1.5104265,0.437680290382401,0.873557459630193,1.2064996890117,1.46649991476304,1.73424562886033,2.43816409101528,1.00641285474635,400
"lambda[85,1]",4.387705,1.395049891033,2.44172439431804,3.43174931670747,4.235,5.06874909412837,7.31274280323043,0.998497576412932,400
"lambda[85,2]",0.66213525,0.241373119442516,0.298272450443266,0.486449930591253,0.613748515273153,0.800974577801775,1.17783825280574,1.00338225623548,400
"lambda[85,3]",5.71073,1.36235873594789,3.46014590276302,4.83749930203695,5.56299919108389,6.47574824926339,9.00854482207967,1.01362404666885,160
"lambda[85,4]",1.407422,0.401416995625425,0.809590998472242,1.13074991706597,1.37099963530265,1.63024994250524,2.25332408926014,1.00487999696636,400
"lambda[86,1]",3.1679575,0.961000671915637,1.70744651683033,2.4969993989581,3.02199983454665,3.67999837074537,5.492,0.999415216935863,400
"lambda[86,2]",0.15643615,0.0592829242738045,0.069876700770397,0.114999869413717,0.1453999656121,0.190874955818818,0.294977348913826,0.999406307048316,400
"lambda[86,3]",4.7603225,1.19258375745274,2.86682479136758,3.96974997638192,4.62449975673045,5.3657478873398,7.34739957594473,1.01671003600331,130
"lambda[86,4]",1.53007375,0.456032896227939,0.854340974931164,1.19249968535864,1.47299864222612,1.76774740478074,2.5427025647785,1.00307816205011,400
"lambda[87,1]",4.261965,1.34098173507678,2.28679965815438,3.303,4.07448377098253,4.98874983090335,7.12136984820615,0.998812497670602,400
"lambda[87,2]",2.1154885,0.785454721685021,0.973886060217928,1.58449786729672,1.96249993630573,2.55799473067213,3.84339919035266,1.0001219912012,400
"lambda[87,3]",6.1315775,1.46891518766917,3.63184987906725,5.10849933907759,5.94599991590985,6.93699978380975,9.42404772515394,1.01132265546151,170
"lambda[87,4]",1.1935015,0.363862850443105,0.655982087717835,0.933399855305452,1.12299955476394,1.38999569170988,2.03404997604795,1.00499854705006,400
"lambda[88,1]",3.9683625,1.1826202360227,2.262,3.13799808632712,3.81399882013616,4.54749925816016,6.4402101401761,1.00052477403355,400
"lambda[88,2]",0.00046743136625,0.000557703701566698,1.37631846327197e-05,0.000118272698200942,0.000307299934917012,0.000572786220554763,0.00190976768700001,1.00353406030671,400
"lambda[88,3]",5.1938425,1.22674968909431,3.16617078025147,4.38849991453641,5.04949977720566,5.90048927512488,8.01242134483394,1.01771579594318,130
"lambda[88,4]",1.570635,0.451504475729765,0.909681479755885,1.252,1.525,1.80799917096512,2.58537394322746,1.0044231790509,400
"lambda[89,1]",2.957791,1.27292642541913,1.25087475580208,2.06124959046227,2.72848676009249,3.60224249046221,5.87843029623488,1.00295282060424,400
"lambda[89,2]",0.00032701339105,0.000406540844305499,7.5933103030387e-06,7.75546971435046e-05,0.000195599974437626,0.000414117678391259,0.00125522421709037,1.00476528416463,400
"lambda[89,3]",4.816165,1.50661121932318,2.52868679531912,3.72574997483503,4.56699989051894,5.70824958952989,8.40711459276426,1.00596728142067,200
"lambda[89,4]",1.0992655,0.348952730437734,0.53989249796763,0.849974972420251,1.04249988009592,1.307,1.90407494245071,1.00531124867505,400
"lambda[90,1]",0.57362675,0.278117124872428,0.226669922314073,0.384973924108386,0.513348711890855,0.683974932860357,1.26017452776799,0.998784678544526,400
"lambda[90,2]",4.9524625,1.73104114254593,2.34032690230682,3.80874997538347,4.6534999731385,5.833,9.27317865336607,0.998564844439176,400
"lambda[90,3]",8.2467,2.22512950933948,4.66242361286728,6.62974998585848,8.02199376713794,9.58874991201543,13.28,1.00358840569566,300
"lambda[90,4]",1.317206,0.43043071057432,0.673918317093356,1.01724916974126,1.26649911172492,1.51774944444431,2.41149798899195,1.00627334300907,400
"lambda[91,1]",1.7454155,0.659594782121003,0.842873644759075,1.2787499266671,1.64849992417349,2.03424995392177,3.42463504454893,1.01786385393912,280
"lambda[91,2]",1.2351785,0.444985108463909,0.603139883314945,0.944309914690773,1.14999826086825,1.44,2.376024994872,0.998925895762417,400
"lambda[91,3]",6.7846875,1.64205313436684,3.83089994906444,5.73449993459873,6.83499531821347,7.80124969963154,10.6117443957932,1.00549536453522,220
"lambda[91,4]",1.22932375,0.382925778304573,0.652202822489298,0.947197318779448,1.186,1.43599895640025,2.11912485643463,1.00450936428874,400
"lambda[92,1]",1.77062825,0.662429524639961,0.907015770581855,1.30474992812879,1.65098516044209,2.05999927231549,3.50565958029405,1.01823084508167,400
"lambda[92,2]",0.0138223252525,0.0155795300907735,0.000523100506506661,0.00375220362519866,0.00873898878589508,0.0175972193968931,0.0556160004672716,1.0020903594019,400
"lambda[92,3]",3.20508,1.15918108835029,1.51206379161742,2.33349983925126,3.04299589220886,3.84924939137861,5.77451719873843,1.00564313252414,400
"lambda[92,4]",1.9885925,0.610135436046415,1.08184959301446,1.536,1.89349465275189,2.3,3.29246225902237,1.0046254332664,400
"lambda[93,1]",5.88067,2.30755124927271,2.75977464155366,4.29124980333313,5.38449477667125,7.07474988075469,11.0514960435482,1.02071932097089,100
"lambda[93,2]",0.0139510739875,0.015545116607145,0.000513459691269849,0.00383669108077266,0.00893946072198989,0.0183274749670547,0.056397119582443,1.00187922853814,400
"lambda[93,3]",6.7854175,1.59938339409192,4.05297499699248,5.72073974272684,6.70199880632636,7.63524645412202,10.4527359851912,1.00335502451167,310
"lambda[93,4]",2.22254975,0.685758013977433,1.21862273206972,1.74974994641071,2.10099976201807,2.55149985306602,3.70114988157733,1.00163173894511,400
"lambda[94,1]",4.1930175,1.42509453661484,2.1587494337753,3.17449704367299,3.88849996785393,4.95373622862869,7.35988622328601,1.02864636638258,72
"lambda[94,2]",3.6988525,1.24130708082893,1.90689989760373,2.853,3.50249996431121,4.41174895929679,6.79331998530146,0.999211906542982,400
"lambda[94,3]",7.1082675,2.00008594951752,3.7883866802047,5.55973944524872,7.012,8.33173291213765,11.2609982722454,1.00058618529511,400
"lambda[94,4]",1.583913,0.459236802349922,0.888558727214822,1.236,1.51849991768192,1.81874953633733,2.70611597497313,1.00390977074522,390
"lambda[95,1]",8.06432,2.69385048930836,4.19392497383424,6.17524986334372,7.59349985184697,9.59398111077867,14.5549667949759,1.04275868617661,45
"lambda[95,2]",0.0082671202575,0.00909113804365964,0.000314412853152469,0.00212071265204125,0.00570145946227806,0.0112149966582498,0.0337952341586316,0.999915701413785,400
"lambda[95,3]",1.94845725,0.554678255084962,1.12189982579422,1.57224946300704,1.8569997307485,2.21924894469218,3.25524962633159,0.999892068133694,400
"lambda[95,4]",2.1461285,0.652962991799228,1.2432410401313,1.67549798326702,2.01299776452931,2.47749984867845,3.74722473695509,0.999150163250673,400
"lambda[96,1]",11.472,3.96669037629021,5.82399663714898,8.72248755906017,11.009995458673,13.7524829782591,20.4219961900387,1.03028110275293,55
"lambda[96,2]",0.0098036886975,0.0108743900152088,0.000363887910369341,0.0025424749883292,0.00652010559730439,0.01348,0.0395421125502656,0.99937560061428,400
"lambda[96,3]",2.39062,0.66326926726802,1.41596026038608,1.92074995118247,2.26649994484889,2.75849986408939,3.96422475133339,0.999171363520357,400
"lambda[96,4]",1.5275905,0.549627304994702,0.783299750245117,1.127,1.408,1.813,2.89548504311066,1.00178484687921,400
"lambda[97,1]",2.48418025,0.943661231021105,1.16972373172707,1.81874126782746,2.30296873621854,2.97624996850416,4.69622923089569,1.01393869521607,150
"lambda[97,2]",7.2094,2.4664516545862,3.72774175639176,5.56299973029666,6.80499992652461,8.4832481333023,13.6414967926425,0.999624935628549,400
"lambda[97,3]",1.28241075,0.464912253892049,0.639035375206796,0.984946791756665,1.1969962405956,1.47774942941659,2.43533092091399,1.0041093586292,400
"lambda[97,4]",1.56002925,0.476653613053052,0.858634903863869,1.2234996933351,1.47948572145864,1.77649978898995,2.72427446006651,1.00742574913221,400
"lambda[98,1]",4.70721,1.61396644795914,2.5659947668362,3.57024976360579,4.42699954822677,5.51899972827727,8.42737352177614,1.00416967710742,270
"lambda[98,2]",5.9163875,1.94481296040806,3.1294984359089,4.487,5.54799990987743,6.90099804489464,10.9029840148301,1.00581640070517,400
"lambda[98,3]",5.307865,1.34551848249731,3.31852366937645,4.37349991424324,5.12649939042228,6.03674923932986,8.28781552999027,1.00428106485079,260
"lambda[98,4]",1.644392,0.546233692023619,0.862417395600604,1.25474992526406,1.54949991932881,1.93724995161498,2.93667199207648,0.999219017927128,400
"lambda[99,1]",1.7822655,0.736468041431449,0.746369556504838,1.27224638262998,1.64399969586372,2.16349844146776,3.5789277691884,1.002705307725,400
"lambda[99,2]",5.21803,1.62561067117425,2.8948917701299,3.99874997655322,5.02899642075832,5.99648595269659,9.50449948776759,1.00184803998914,400
"lambda[99,3]",4.9827575,1.27072635226851,3.02447321508143,4.08449549613633,4.82349935213015,5.63374985025955,7.84292287897937,1.00580709876329,210
"lambda[99,4]",1.37273675,0.434306971378433,0.774114817493977,1.0582492019386,1.28799961180118,1.62849976982095,2.29394971985388,1.00241837783278,400
"lambda[100,1]",4.93872,1.70976060309616,2.41682475244991,3.754,4.65199903267402,5.82324959763371,9.04132122753037,1.00487569274221,260
"lambda[100,2]",5.7753825,1.73882059709043,3.24062415132011,4.52424981346377,5.53499963866304,6.60849994326062,10.1439695466924,1.00421682222493,400
"lambda[100,3]",4.4993775,1.12275250967821,2.77264913569439,3.69374794249062,4.38049974318,5.0967498344858,7.13406331716926,1.0019604433284,400
"lambda[100,4]",1.53085525,0.478772181760288,0.869164972488656,1.18274992071323,1.43299860432591,1.806,2.47967766051405,1.00019250146833,400
"lambda[101,1]",4.7897925,1.73893908095192,2.25269921829637,3.64074791251383,4.45899719667999,5.58498284383317,9.17562196923691,1.00139113556474,400
"lambda[101,2]",4.9864425,1.48823501347471,2.80372447271498,3.95224978645997,4.79899739528998,5.76574920359153,8.63509997742437,1.00342792001553,400
"lambda[101,3]",5.13827,1.29244126099906,3.12569943715677,4.2227494447515,5.01199990023942,5.9222180248578,8.16279230297334,1.00107655944522,400
"lambda[101,4]",1.5147195,0.461827635793601,0.852229335373832,1.17774992037653,1.42599964936882,1.772,2.47345810287369,1.00253218653879,400
"lambda[102,1]",9.41861,4.64331370017098,3.34925744598731,6.20824817171411,8.40799904852516,11.6749199284705,20.6624941196497,1.00033756283909,400
"lambda[102,2]",0.0053431246575,0.00682432033887774,0.000145436970483423,0.00128498946130215,0.00324399445128995,0.00681599450361253,0.0256997169702605,1.00133394054145,400
"lambda[102,3]",1.46318925,0.499318069867974,0.766411480477812,1.10624923659771,1.36199669603123,1.70724994509785,2.71255742541104,1.0021505316748,400
"lambda[102,4]",1.1785765,0.444309926543187,0.569354930506019,0.871224869740569,1.07699953574735,1.41049761061685,2.16958877093488,0.998669334710127,400
"lambda[103,1]",9.2114225,4.49666619409831,3.29364927278234,6.10474875547982,8.1944981542496,11.3042601617366,20.3639847546547,1.00018756569091,400
"lambda[103,2]",0.0051369839675,0.00656263835747237,0.000140894996536863,0.00126024932995808,0.0030989869312406,0.00643101731480846,0.0243429692978212,1.00145170364673,400
"lambda[103,3]",1.40426125,0.476050116328711,0.733994706033626,1.06049964617071,1.3124999047619,1.64624994306392,2.61321393347389,1.00229829453875,400
"lambda[103,4]",1.36871725,0.509586687382364,0.66810724938999,1.01424546033433,1.27199646225923,1.64949795640163,2.46440916398639,0.999127121350125,400
"lambda[104,1]",7.8099825,4.06640737131284,2.79709430661813,5.1759895510699,6.87199970896391,9.4337106446755,17.2614974637978,1.00160428362423,400
"lambda[104,2]",0.0056165985,0.00720086187437269,0.000160664196196139,0.00132124936091629,0.00343849821869955,0.00707523887159384,0.0267685241215925,1.00131098399615,400
"lambda[104,3]",0.5207105,0.251699460539429,0.206679962167723,0.326749988520994,0.4732,0.644019600400259,1.19874099230093,1.00352895168882,400
"lambda[104,4]",1.1409555,0.43427203117678,0.546167462231408,0.840349959828601,1.03949025969463,1.35749311081633,2.14238245006164,0.998605544099479,400
"lambda[105,1]",2.31846075,1.25254411464518,0.835303813091299,1.4202494054957,2.07849993986048,2.79824996650091,5.57722819391615,1.00345366377915,400
"lambda[105,2]",6.5986925,3.31144520584624,2.2858874036244,4.3474999137303,5.94999159663272,7.91324799891559,14.3481588250036,1.0120560774247,400
"lambda[105,3]",3.6450425,1.39372687683483,1.56847154396289,2.69697991808805,3.4209986845949,4.32774980508229,7.11144944562199,1.00001660748008,400
"lambda[105,4]",1.15130875,0.435855593913054,0.558877482318209,0.836849457312348,1.07749709976408,1.37074938490961,2.30254433766903,0.998538014549945,400
"lambda[106,1]",3.639595,1.47371909157654,1.60569890181743,2.5397470065021,3.35299463166883,4.40199149401628,7.08262392692294,1.00171610185874,400
"lambda[106,2]",4.440735,1.489782699256,2.32871119568927,3.43324866107178,4.13048108578166,5.24224955305351,8.3993746738936,0.998493431163504,400
"lambda[106,3]",3.1925825,0.873548421844501,1.78767384250565,2.6399948785975,3.03299983514671,3.65674690096586,5.16031666346335,1.00477521121763,400
"lambda[106,4]",0.9407055,0.303348143326937,0.519794999061902,0.740099918900648,0.884198365752844,1.07524991283799,1.67302499271805,1.00081158187195,400
"lambda[107,1]",4.40174,1.98051148488323,1.67929424931154,3.1227492490587,4.05949849119322,5.23524697614201,10.1309980800141,1.01068907090113,250
"lambda[107,2]",0.20702195,0.0729741349769669,0.106079926117468,0.1597,0.192749941634232,0.23942490217729,0.381037098473427,0.999201858046773,400
"lambda[107,3]",4.8494575,1.22827021150679,2.71078952376315,4.04249990722032,4.75799737284501,5.54323944556558,7.3600222262055,1.00579763043222,210
"lambda[107,4]",1.42629175,0.449030519648584,0.783192498599142,1.11174991564819,1.35399076806306,1.667,2.48057224244106,0.999290847223159,400
"lambda[108,1]",5.28364,1.82720772781901,2.70648355771263,4.0157494161182,5.05048195719973,6.16749993920398,9.59769900628456,1.00419670386323,400
"lambda[108,2]",5.0346175,1.57370449283551,2.75279971612952,4.02124885696788,4.72349870329187,5.79824959589935,9.10979309913058,0.998739391540636,400
"lambda[108,3]",3.6236025,0.880862780226137,2.13689990863799,3.0374998765161,3.52099872195376,4.10424997715968,5.63199422272394,1.00314400467551,400
"lambda[108,4]",1.14286775,0.350024942806086,0.656992498329977,0.911399983539396,1.07899953660787,1.315,1.96427289393761,0.998500652223125,400
"lambda[109,1]",5.82284,2.03324483912774,2.90910104251886,4.39949308637055,5.54849889609793,6.76749950144026,10.2304995240729,1.0047278154986,400
"lambda[109,2]",3.6335975,1.16396141083307,1.90392494233119,2.84824970366141,3.40149966926354,4.20873823791773,6.57962939744602,0.998848169911935,400
"lambda[109,3]",3.3675175,0.804605667637717,2.02374939588499,2.84549881308215,3.31249966037734,3.82449990196505,5.34822481561422,1.0042062260032,350
"lambda[109,4]",1.11552775,0.343618148655088,0.621754336674181,0.883324990446942,1.05049988100904,1.27949736636403,1.93109989915356,0.998579447946378,400
"lambda[110,1]",8.15885,2.62694724959035,4.43957420470923,6.20774962234634,7.93349960610071,9.46324999009361,14.275951343849,1.00952632553185,280
