"mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff"
"intcpt.yr[12,1]",-0.241168137,0.809299313139385,-1.828,-0.808375,-0.2057,0.267075,1.3096,1.0062256582456,200
"intcpt.yr[12,2]",3.66919,0.499725186532696,2.75087488911212,3.29524974387189,3.66349914699048,4.00674978947039,4.60624973577706,1.01426885320808,97
"intcpt.yr[12,3]",3.505965,0.39899105683409,2.69984983726187,3.25174997116641,3.4944999642295,3.76799960205162,4.23134943664401,1.00398124205962,400
"intcpt.yr[12,4]",2.6753225,0.44123324947794,1.807598264216,2.39324964729853,2.70349958387273,2.94349885418406,3.52002499653829,1.0094027165704,160
"intcpt.yr[13,1]",1.096213795,0.747106210723789,-0.3778675,0.60325,1.143,1.61175,2.4952,1.02140020500055,83
"intcpt.yr[13,2]",4.8028525,0.48019701548213,3.94677474951307,4.42874947058819,4.80549997398814,5.141,5.77429969646648,1.00175791352397,400
"intcpt.yr[13,3]",5.54442,0.366621783901445,4.87832317233251,5.27774998223563,5.52949997739398,5.76874920400553,6.32259889235923,1.00376351501596,290
"intcpt.yr[13,4]",5.014335,0.368301959822402,4.3109749971725,4.76724982297403,5.02149997510704,5.279,5.67137451729468,1.01371888345954,130
"intcpt.yr[14,1]",3.061964,0.755523693926412,1.45765095875188,2.48024965967527,3.09399983839689,3.63749907267466,4.41583504503219,1.01890943611156,170
"intcpt.yr[14,2]",3.85111,0.467868887767023,3.02674959649582,3.50349989294381,3.83449970661102,4.13949990942394,4.87417487759059,1.00516281618925,250
"intcpt.yr[14,3]",5.7118325,0.335401475575609,5.06969965330583,5.477,5.70249997807979,5.95124998424789,6.35532467633078,0.999308731959627,400
"intcpt.yr[14,4]",5.1577975,0.364160023617025,4.38674972177296,4.92474998096221,5.15399990298797,5.39524998262468,5.82078923010091,1.01740695345865,86
"intcpt.yr[15,1]",0.2915885075,0.894159415173165,-1.4978,-0.2833,0.3384,0.947625,2.005475,1.00971426730835,140
"intcpt.yr[15,2]",4.0442225,0.487703701282204,3.10192496461722,3.70674997470603,4.02099987565282,4.37074980699948,4.97137444945639,1.00761842165623,170
"intcpt.yr[15,3]",4.2407725,0.429453141501624,3.38197499639566,3.949,4.23399988190836,4.54399472449779,5.04742430366622,0.999533810870481,400
"intcpt.yr[15,4]",3.5355025,0.387843410762552,2.77148394871576,3.27924974262181,3.51449996443306,3.81099960654015,4.29829959241953,1.02123066250377,86
"intcpt.yr[16,1]",-1.0450514725,0.954114879376595,-2.791425,-1.6965,-1.133,-0.372525,0.790919999999998,1.02757393984929,57
"intcpt.yr[16,2]",3.7063875,0.551283162409883,2.61879970157613,3.326,3.69599986471861,4.07499852856992,4.78702499745439,1.01221929914973,110
"intcpt.yr[16,3]",3.6664725,0.418437119890199,2.85187489304361,3.37249899866469,3.63899876339633,3.94,4.49529961025102,0.999194871772969,400
"intcpt.yr[16,4]",1.692189,0.513479658290077,0.684051876394541,1.30974992840323,1.69349933569518,2.06224995454729,2.61516482107357,1.00232790426888,400
"intcpt.yr[17,1]",-0.12086200375,0.721549955952268,-1.595375,-0.62065,-0.12505,0.392125,1.16435,1.00579373927917,210
"intcpt.yr[17,2]",3.7235325,0.522170982803483,2.74169935810618,3.324,3.72149916028474,4.11949990898426,4.68762338051088,1.02158475614776,98
"intcpt.yr[17,3]",3.45453,0.395714194095336,2.7054226040307,3.17124973385378,3.444,3.6939995940826,4.29407497446738,1.00328689795358,400
"intcpt.yr[17,4]",3.6297825,0.38845918258562,2.82494231725059,3.354,3.60999944598334,3.91499961698866,4.34,1.0376784154253,46
"intcpt.yr[18,1]",-1.2281425425,0.905588974882524,-3.11005,-1.80175,-1.2205,-0.6659,0.5613225,1.00519728360335,220
"intcpt.yr[18,2]",3.869795,0.501901694809982,2.95252350375436,3.52698934757877,3.86399987060041,4.17549991020473,4.84932457598279,0.999665518401501,400
"intcpt.yr[18,3]",3.9388575,0.394281036868164,3.15192496517885,3.659,3.93549285350641,4.20874979957242,4.75734949881608,1.00068843293156,400
"intcpt.yr[18,4]",2.92478,0.440041182397186,2.08892494744312,2.62699942871644,2.93249961636826,3.23949988426521,3.79804998716874,1.00772812042183,160
"intcpt.yr[19,1]",3.02041775,0.709273884064878,1.60529398125007,2.51623023027479,3.04299983568846,3.52849989374262,4.33937436944857,1.01607016680109,320
"intcpt.yr[19,2]",4.852345,0.492866716237704,3.84779979701943,4.53449991728853,4.85899958839266,5.19024998193845,5.80949916268229,1.00152607758194,400
"intcpt.yr[19,3]",4.1712775,0.3938022931739,3.43694998581068,3.89474997592708,4.14199987928537,4.41624997877318,5.00151600225457,0.998539395367565,400
"intcpt.yr[19,4]",3.48235,0.431835172885852,2.64797499539633,3.16774997040175,3.47599870540827,3.78649990098138,4.27907497437791,1.0069743119873,310
"intcpt.yr[20,1]",0.8544085,0.783792599261999,-0.7428075,0.362525,0.87125,1.4095,2.392625,1.0082738848365,190
"intcpt.yr[20,2]",2.9968625,0.580150000993607,1.91457314991708,2.58224967312346,3.03349962914123,3.39774975174695,4.10179697238222,1.01302482665902,170
"intcpt.yr[20,3]",3.77721,0.409512119894945,2.96277466616064,3.47449989205009,3.78599986793449,4.03474979093105,4.64204998950104,1.00062520939309,400
"intcpt.yr[20,4]",3.1307575,0.458590920947732,2.2022703066762,2.82049986701341,3.15699984162179,3.42949989067586,3.96349877394301,1.02986854158943,69
"intcpt.yr[21,1]",0.1303184575,0.815929091648919,-1.494275,-0.418525,0.1607,0.696175,1.705,1.00789137117301,160
"intcpt.yr[21,2]",3.095515,0.558957559801411,1.9942190684701,2.74124969209012,3.0834989865411,3.44249989108863,4.20254860102399,1.00333005261824,350
"intcpt.yr[21,3]",3.9349725,0.39746010249639,3.22067435883991,3.64024976815277,3.91349971253353,4.22999858245362,4.6518718058191,0.999288819263627,400
"intcpt.yr[21,4]",2.95257,0.423028554585843,2.14354814798874,2.67449985975191,2.94749961832059,3.241,3.78312491952877,1.01792117913255,85
"intcpt.yr[22,1]",-0.177269995,0.927041333704059,-2.166275,-0.776675,-0.1096,0.4363,1.511425,1.02998159449712,68
"intcpt.yr[22,2]",3.4500525,0.596409225830208,2.36709326229192,3.03874922828908,3.39499985272459,3.84274451789501,4.64319983219549,0.998718565696605,400
"intcpt.yr[22,3]",5.2466425,0.383718071753502,4.54774973163653,4.98799969919785,5.24949997618821,5.4764982891812,6.01832465823146,1.00033453114726,400
"intcpt.yr[22,4]",3.776385,0.473905669129504,2.89092496203304,3.44774931987997,3.77649917251414,4.08174979333782,4.78639934952981,0.999017799225617,400
"intcpt.mu[1]",0.67851043425,0.732862879900898,-0.716305,0.23145,0.68365,1.1885,2.16615,1.0142174254894,100
"intcpt.mu[2]",3.8650075,0.468278078004511,2.97009464081284,3.54799957706764,3.85699948146224,4.19774979904733,4.76229963206763,1.01624486263319,99
"intcpt.mu[3]",4.0623275,0.337729853401274,3.42959908757589,3.82649911753157,4.05,4.29624945467761,4.71044916372752,1.00449467816897,320
"intcpt.mu[4]",3.613275,0.426044697873904,2.81194228139216,3.34024974732349,3.6404996909765,3.87149912869485,4.43312493131932,1.01195847391742,110
"intcpt.tau[1]",0.5834555,0.22698395242041,0.236012114811906,0.425674627417531,0.549349178574065,0.689499456652705,1.09007489955123,1.00754922905658,400
"intcpt.tau[2]",1.08805075,0.404374033968314,0.452547380884628,0.807048319955535,1.04549988043997,1.28249970775421,1.97104997528287,1.01440735499411,400
"intcpt.tau[3]",1.75849375,0.592286956621025,0.839624518698839,1.33724936856856,1.66049811803567,2.10099358668567,3.18007496552848,1.01043205153018,220
"intcpt.tau[4]",0.87198025,0.28961199578954,0.420762271424764,0.690299804319431,0.84179978617246,1.03624774186755,1.50591409003991,0.999061586905437,400
"intcpt.gr[1,1]",-0.368715594,0.284092549141536,-0.9011925,-0.57085,-0.3611,-0.185875,0.153045,1.01039129761839,160
"intcpt.gr[1,2]",-0.094916086325,0.247410385492434,-0.545945,-0.254525,-0.1018,0.0571925,0.411547499999999,1.00042402524766,400
"intcpt.gr[1,3]",-0.175511295,0.203084290806265,-0.537405,-0.31065,-0.1845,-0.0589725,0.26452,1.00303600591774,330
"intcpt.gr[1,4]",-0.2195868675,0.218108560448776,-0.670305,-0.3473,-0.22385,-0.070135,0.169942499999999,1.00713656017394,240
"intcpt.gr[2,1]",0.5942139475,0.374774775112843,-0.042022,0.344325,0.5477,0.8373,1.424825,1.00334040977815,400
"intcpt.gr[2,2]",0.083672425,0.245347148666959,-0.40557,-0.072255,0.089285,0.2319,0.567765,1.00795202543588,380
"intcpt.gr[2,3]",0.2651445925,0.214946682595192,-0.1417125,0.144375,0.27805,0.399975,0.6659,0.998557255532794,400
"intcpt.gr[2,4]",0.2550049425,0.224320926862722,-0.1439425,0.1003525,0.2348,0.40605,0.7373225,1.01696097648992,190
"intcpt.gr[3,1]",0.020503827,0.28006929145529,-0.5012175,-0.149975,0.01464,0.18605,0.586525,1.00747533004469,400
"intcpt.gr[3,2]",0.095970054925,0.220259533230911,-0.3200175,-0.0421,0.0819,0.238,0.580125,1.00918754208241,230
"intcpt.gr[3,3]",0.2383356325,0.225318149556558,-0.2202175,0.0899,0.22615,0.39355,0.6928725,1.00838788678563,400
"intcpt.gr[3,4]",0.0124534145,0.225058512614102,-0.4013175,-0.125,0.0017655,0.162475,0.441285,1.02638852286236,64
"intcpt.gr[4,1]",0.0819911716825,0.293525167194062,-0.49219,-0.109,0.08046,0.2801,0.619945,0.999410884948371,400
"intcpt.gr[4,2]",-0.07189715175,0.204197048422575,-0.4769575,-0.201975,-0.0698,0.070995,0.3172925,1.00681836850256,180
"intcpt.gr[4,3]",-0.07614285025,0.217192104645936,-0.4737475,-0.220025,-0.08529,0.0534125,0.3566025,1.00016550451666,400
"intcpt.gr[4,4]",0.223619681975,0.226512424279325,-0.2105175,0.091195,0.21955,0.3695,0.700415,1.01269792916829,150
"intcpt.gr[5,1]",-0.349151338,0.426037205899644,-1.265525,-0.620975,-0.3611,-0.0534175,0.44007,1.00529685843005,290
"intcpt.gr[5,2]",-0.0988308225,0.354788722221331,-0.7372475,-0.320325,-0.1164,0.1157,0.6530675,1.01133731941495,400
"intcpt.gr[5,3]",0.061229965,0.298691309295961,-0.52133,-0.13655,0.041255,0.25665,0.657355,0.998799547542771,400
"intcpt.gr[5,4]",-0.2817688375,0.31171021288148,-0.90186,-0.4843,-0.2657,-0.0784175,0.3554075,1.00712149799194,300
"intcpt.gr[6,1]",-0.0333074675,0.27565062275375,-0.525145,-0.229525,-0.043835,0.15045,0.485672499999999,1.00005557711829,400
"intcpt.gr[6,2]",0.04803060075,0.222002336089653,-0.365015,-0.0910425,0.036345,0.18095,0.5180675,1.00900250441147,330
"intcpt.gr[6,3]",-0.2043294325,0.209575360561725,-0.6171775,-0.3338,-0.2074,-0.0770375,0.21224,1.01076515670723,400
"intcpt.gr[6,4]",-0.06711256325,0.222938521033326,-0.521225,-0.202375,-0.064725,0.085775,0.34772,1.00254995192917,400
"g.tau[1]",4.7708385,2.55391737090519,1.24292491161537,2.84899525482791,4.27749997077732,6.2397420617123,10.6924886688842,0.999135866085759,400
"g.tau[2]",7.44170275,3.87373699933507,1.963425651242,4.89324982753334,6.90599413553183,9.20074950084662,16.9337789172223,0.998691719079549,400
"g.tau[3]",6.5538275,3.06130200530149,1.97785453935482,4.28224892667285,6.15546245216393,8.03474858880775,13.821745693172,0.999359175148132,400
"g.tau[4]",6.36761,3.02017384732571,1.96663160868062,4.12948462079193,5.866,8.22899107828627,13.9509986047836,1.00774779596162,400
"dd[1,1]",-0.4084289845,0.182914495573205,-0.7027625,-0.5459,-0.4244,-0.28105,-0.0433515000000001,1.01006248049213,130
"dd[1,2]",-0.03107696685,0.0299200080674615,-0.10541,-0.04441,-0.023065,-0.00953175,-0.0010338125,1.03852324955438,290
"dd[1,3]",-0.05735528425,0.0422172233088179,-0.1594475,-0.0806625,-0.051205,-0.0225275,-0.00179935,1.00203867053737,400
"dd[1,4]",-0.01905084225,0.0183930790448597,-0.065398,-0.0260925,-0.01366,-0.00622725,-0.000447295,1.00345631520407,400
"dd[2,1]",-0.591489,0.155566285879221,-0.88248,-0.701775,-0.597,-0.484,-0.266495,0.998568695785343,400
"dd[2,2]",-1.7234125,0.151409360112161,-2.000375,-1.82825,-1.718,-1.61975,-1.424875,1.01088281689875,400
"dd[2,3]",-0.18876744,0.0980825884809798,-0.389125,-0.25655,-0.1825,-0.116725,-0.0259130000000001,0.998494021938279,400
"dd[2,4]",-0.3079524,0.10907900969081,-0.5094275,-0.388175,-0.30535,-0.2326,-0.0901077500000001,1.00874775314051,220
"dd[3,1]",-0.442553818,0.269260517232148,-1.000275,-0.6368,-0.41915,-0.22985,-0.03995275,1.01062320842466,120
"dd[3,2]",-0.2683285975,0.202532522879971,-0.7110275,-0.393975,-0.23145,-0.0969,-0.00859742500000001,1.02365506484619,74
"dd[3,3]",-2.2718325,0.236917758948148,-2.7345,-2.43525,-2.283,-2.102,-1.818925,0.998600677287492,400
"dd[3,4]",-0.20881642,0.157700674209271,-0.5613625,-0.310425,-0.1721,-0.0751,-0.008795675,1.00340684017561,310
"dd[4,1]",-0.28835561675,0.19713593858901,-0.737675,-0.413575,-0.255,-0.135075,-0.0097777,0.99864457468488,400
"dd[4,2]",-0.3503460625,0.204485905223677,-0.7789025,-0.4773,-0.31475,-0.18835,-0.03611325,1.00752292360017,400
"dd[4,3]",-0.125446581825,0.0952548941280075,-0.3578425,-0.1737,-0.10325,-0.0518875,-0.0063722,1.00816202359048,270
"dd[4,4]",-1.9332275,0.181544724410138,-2.29105,-2.054,-1.9275,-1.813,-1.564,1.00261979560753,400
"theta[1]",0.62385375,0.0716253045128178,0.500772470510715,0.571224985226526,0.618299603752097,0.6734,0.7703,1.00655131178297,220
"theta[2]",1.17445075,0.175454839206389,0.888857052698203,1.04599856413401,1.161,1.2812499268483,1.57917462289403,1.00330398545172,340
"theta[3]",1.22161775,0.128974021047653,0.999697294532245,1.13674991750385,1.21049989673688,1.29774935033665,1.47512479389203,1.00379976020407,280
"theta[4]",1.1893255,0.1273549311805,0.963584995444895,1.0997499147275,1.1809995766299,1.26674933445057,1.47804996704559,1.00134180850027,400
"u[1]",0.660255625,0.195249108636038,0.231591515370481,0.528549936121884,0.694049854117123,0.824073272373848,0.921449947166866,1.00947818786671,140
"u[2]",0.999333,0.000814382617458806,0.997394999511165,0.9992,0.9996,0.9998,1,1.02710069566257,400
"u[3]",0.794299,0.1144059217713,0.513482467140577,0.73452498851142,0.813249986166615,0.879574223785013,0.936307498828748,1.00767398464046,400
"u[4]",0.877218,0.141006032775899,0.478759195723366,0.820149958838952,0.930099994624234,0.976874991363648,0.997509998045629,1.00483927646463,290
"lambda[1,1]",0.2390718275,0.294682928787382,0.0129183055860186,0.0707673555087779,0.143199685753845,0.302198761828107,0.989349558222926,1.02024450945911,75
"lambda[1,2]",1.253895825,1.69696468764692,0.126150642905273,0.462622511277987,0.833199513922086,1.41574676058755,4.57864286272168,1.00387040539037,400
"lambda[1,3]",2.0482685,1.17822603731001,0.59809715596619,1.26874815027776,1.76049936097688,2.54749867621058,4.91337444297003,1.00191894561923,400
"lambda[1,4]",6.31278,4.18554427389939,1.91159835915482,3.70422561013323,5.31799990597969,7.65172299035229,16.0432830952374,0.999661305880723,400
"lambda[2,1]",0.3678402025,0.458892759999312,0.022269606005562,0.103074261125238,0.232649994627122,0.462624415063479,1.68837338492259,1.01690061654846,93
"lambda[2,2]",0.00986503735,0.0257247575492864,0.000114063178133408,0.00125370295134201,0.00402499391303888,0.00964654994017083,0.049806173328546,0.998711966879357,400
"lambda[2,3]",5.2342325,2.77688383137937,1.8059749932492,3.20199812460858,4.64149868038331,6.71542383292753,12.0522536490096,1.00062775559362,400
"lambda[2,4]",3.85651675,2.56863980713362,1.15174893597216,2.26824499079319,3.06149963253305,4.65068926085212,11.147159538949,1.00272601347707,400
"lambda[3,1]",0.1862355125,0.232179716976317,0.00985516058900966,0.0496059940257914,0.104999952380942,0.233049598299916,0.88366346200387,1.01136325923817,120
"lambda[3,2]",1.295917425,1.8140509460986,0.130167340758247,0.441420291775327,0.834196829291505,1.47174942709203,5.08912494016692,1.00103641792152,400
"lambda[3,3]",2.17356775,1.23048717486356,0.686408967197246,1.2987290469542,1.86049939532374,2.75224914893922,5.357074979532,0.999766722987584,400
"lambda[3,4]",1.245006,0.86281792182915,0.305075881603794,0.677448752677939,1.00523355495129,1.49799899955493,3.26860894620717,0.999660740301111,400
"lambda[4,1]",0.2770868775,0.366474148371695,0.0112132732160752,0.0717799916380185,0.150498372084219,0.348997899591748,1.14703168082012,1.00123243661506,400
"lambda[4,2]",1.81700825,1.40287693217331,0.379720862628154,0.888074821507342,1.38799855907706,2.26549983452231,5.8192665008633,0.999071579147283,400
"lambda[4,3]",4.0523005,1.95053745714587,1.54292492882171,2.61723099543965,3.75399520511148,4.98099969893623,9.41963031672447,0.998586908706599,400
"lambda[4,4]",6.173715,3.35542414035531,2.15269918185489,3.88074997584022,5.47898457745594,7.36194799073306,15.1639949303334,0.998492905518027,400
"lambda[5,1]",0.258924905,0.340884157485975,0.00993260643923762,0.0655196120674737,0.137399854439515,0.328044980220531,1.09907490037236,1.00090787235367,400
"lambda[5,2]",1.507554,1.15509438377241,0.311757386629845,0.739474968298071,1.16699828620268,1.87949820621733,5.09512018313798,0.999683185787472,400
"lambda[5,3]",3.788298,1.83670865979022,1.45167357306538,2.44996988503659,3.42149382580182,4.6189453227538,8.37584044621554,0.998612561230272,400
"lambda[5,4]",5.37817,2.95700598275606,1.88197499352191,3.40024864806832,4.85049873724342,6.37124751493265,12.9712476567738,0.998621489618482,400
"lambda[6,1]",0.229521613,0.308331931576953,0.00726720632296734,0.0577990799318032,0.125249910179609,0.286699529780065,1.00839693672924,1.00136839919091,400
"lambda[6,2]",0.002631613986,0.00363299547232524,5.7229249808273e-05,0.000500849992511731,0.00127399960753526,0.00334924527557156,0.013027808011917,0.998501684581575,400
"lambda[6,3]",3.42115525,1.61847478974343,1.34189985440873,2.19924961617191,3.03399192484093,4.28473844617371,7.41586016410884,0.998598121449418,400
"lambda[6,4]",6.5304025,3.51292450487284,2.19614352118306,4.0729630509358,5.72549735830871,8.18048677034687,14.6272354602944,1.00126257364878,400
"lambda[7,1]",0.47827048,0.689337816769715,0.0173162340766542,0.11477361433939,0.255449760226938,0.608624321482299,1.98202499385295,1.00067097610267,400
"lambda[7,2]",1.77673425,1.41995745709222,0.35179490087321,0.855824946309082,1.358,2.23924895411072,5.51724071337879,1.00112678803707,400
"lambda[7,3]",2.56113925,1.19926429675368,1.04189981238559,1.67549798326702,2.36099978822532,3.18174643884634,5.69279800225802,0.998858191902045,400
"lambda[7,4]",3.85693625,2.05163056266842,1.25877421218573,2.43849984617488,3.43699941809713,4.69598852039,8.66656267510917,0.999424639619874,400
"lambda[8,1]",0.2592483,0.173374449553575,0.0686431698023268,0.148199594411177,0.222248374572234,0.312924757562333,0.713019382471047,1.00984474697069,130
"lambda[8,2]",0.00245272479385,0.00303800163216575,7.1806939291252e-05,0.000614362854216868,0.00152049597171449,0.00303549888888863,0.0100324438508632,1.00262829857115,400
"lambda[8,3]",1.1003085,0.446731853352489,0.466005932964944,0.788698094912555,1.00249987531171,1.35424993079052,2.27721232250605,0.999327238649938,400
"lambda[8,4]",6.2206725,1.92461581629805,3.51377270630233,4.84023585378946,5.89299312743533,7.18883725948841,10.8107489871645,0.999010751620593,400
"lambda[9,1]",0.15013345,0.103234647792588,0.0387824715779303,0.0838149458154813,0.125899960285935,0.189124995043834,0.413163727922986,1.00484110924612,240
"lambda[9,2]",0.57012075,0.292868914699787,0.197972480330281,0.358549989539262,0.514299756951138,0.710398966728174,1.24932336214366,0.999850744969281,400
"lambda[9,3]",2.866785,0.924961013213483,1.43773169551311,2.185748926895,2.73899835706413,3.36274863487743,5.10957374180005,1.00048630895575,400
"lambda[9,4]",2.43686425,0.891225966073389,1.17179933146501,1.79674869434969,2.271,2.86274839664291,4.59232751527044,1.00310950238412,360
"lambda[10,1]",0.124729475,0.0934625970514053,0.0322774243603795,0.0670724685273506,0.101449396252516,0.150849776563837,0.367590475271597,1.00335297696535,310
"lambda[10,2]",2.42098925,1.23048203041628,0.892996817813765,1.5789961936925,2.1529997677659,2.93588582257746,5.64801329605662,1.00264145788156,380
"lambda[10,3]",4.1750775,1.33288819066559,2.19789991117655,3.1894904585962,3.93949286076266,4.94824952650715,7.34307194249824,0.999940352325525,400
"lambda[10,4]",6.04227,2.05063699305685,3.18194318650424,4.6539948372256,5.64849997787023,7.13048818358791,10.8444639657797,1.00141853883342,400
"lambda[11,1]",0.824311775,0.539428195756899,0.202342638760916,0.460198824551817,0.680398941798119,0.981921903978131,2.45609992068763,1.0239629576162,63
"lambda[11,2]",0.00229108570105,0.00282084624021519,6.65897710108914e-05,0.000569439937698571,0.00140749777974958,0.00283144188114867,0.0095263175570297,1.00265314181847,400
"lambda[11,3]",2.9325025,0.917876963592881,1.55362322410619,2.27349983500769,2.78499982046678,3.44424997278335,5.02769810620497,0.999458285777893,400
"lambda[11,4]",5.7640025,1.78357314270601,3.14892496514565,4.482238916548,5.45149997707053,6.61524964579423,9.90663627004253,0.999523731984082,400
