"Year","Intercept.yr","logarea.t0.yr","Group","GrpName","Intercept","logarea.t0","crowd1","crowd2","crowd3","crowd4","alpha","sigma.a","sigma.b"
82,-0.164049887570153,-0.017120596284752,0.0101532056042802,1,0.270114429540396,0.854639380984811,-4.47377245435182e-05,-0.0284951753751676,0.00840577014728483,-0.00283615934031754,0.014,0.596807305589665,-0.0495471989485988
85,0.00587537664974556,0.0128352577654042,0.00772233605373445,2,NA,NA,NA,NA,NA,NA,0.017,NA,NA
86,0.418121098210438,-0.0611793751268566,-0.00775324518149074,3,NA,NA,NA,NA,NA,NA,0.026,NA,NA
87,-0.216271880652678,0.144871400800162,-0.00109951919928107,4,NA,NA,NA,NA,NA,NA,0.018,NA,NA
88,0.387127861045085,-0.0809007559974252,-0.000115560685596849,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,-0.501482685673326,0.0296288551532236,-0.00228021984148056,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.0939448538170192,-0.0794637660994627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,-0.383361409762364,0.0197255820837866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,-0.0792777365145105,0.120339284592929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,-0.114522436388161,0.0607811755641122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.0697287987649713,0.0532248341537519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,-0.279109806839373,0.0113335963692383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,-0.126202861872186,0.00579535688175527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,-0.260418184082818,-0.0525437379217944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.913561816450763,-0.133443112883526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.295819061521916,-0.0198407775060427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,0.24985523793137,-0.0106569645113228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.294937308588106,-0.030884994635358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.155420131959492,0.0488646844593042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,-0.186082671256056,0.00905492220661532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,-0.564260592704568,0.123377976657896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,-0.00935168396986166,-0.153791856362861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
